message_id,response_id,article_id,empathy,distress,empathy_bin,distress_bin,essay
R_2rSDCgMnHjVtsRu_1,R_2rSDCgMnHjVtsRu,27,1.167,2.125,0,0,"I can't imagine what it must have been like for the people who were caught up in this, how helpless they must have felt. Not having any recourse for so long, no one doing anything to right the wrongs, just feeling like it's ok for you to be abused and for it to go on for so long and happen to so many people. Maybe they feel some kind of closure now though."
R_2rSDCgMnHjVtsRu_2,R_2rSDCgMnHjVtsRu,160,1.667,3.875,0,0,"Reading this was infuriating to me. To see such casual disregard for life, both of the animals and those protecting them, in pursuit of money. And for what? Snake oil cures in Asia, superstitious nonsense, and rich people wanting to feel powerful. The security teams seem like they're in an impossible position, restrained by rules while their opponents have none. It's a miserable situation"
R_2rSDCgMnHjVtsRu_3,R_2rSDCgMnHjVtsRu,234,1.000,3.125,0,0,"It may make me sound horrible, but I'm torn on this. No one should have to suffer like that for the crime of theft, it's barbaric, but if it really was a twenty-something that was part of an armed gang, I'm slightly less sympathetic about their victims retaliating. If it was a child, however, this is insanity and just horrifying. "
R_2rSDCgMnHjVtsRu_4,R_2rSDCgMnHjVtsRu,328,1.833,2.750,0,0,"It was sort of sadly ironic to see the part in there about ""we don't think he'll win"" considering what followed. All of it, sadly, still rings true, day after day. There's been no apology, only a doubling down on the kind of bile, arrogance, and ignorance that was on display since day one. I feel bad for every woman in the country who has to live with someone like that as their president. "
R_2rSDCgMnHjVtsRu_5,R_2rSDCgMnHjVtsRu,405,1.667,4.250,0,1,"This is horrifying. You're just going about your business, then someone takes issue with you, and suddenly you're dead. Maybe you didn't even interact with them and they just decided to kill you for fun. It's deeply troubling and makes you suspicious of every stranger on the street. I also feel bad for those who had to witness this and didn't have time to do anything to stop it. I'd imagine some feel guilty even though they couldn't have helped."
R_3HCyoHAfkcMaxAW_1,R_3HCyoHAfkcMaxAW,56,5.500,3.125,1,0,"I have pretty strong thoughts and feelings about this. From what I read, I feel like that is a very tragic situation. Us as a society, we are taking advantage of the trees we have here. In order to protect the environment and make the environment better again, we need to take care of it. What we are doing, in my opinion, is morally and ethnically wrong and we need to do a better job of taking care of nature. I understand that some blame is from the volcanoes of hawaii, but feel like us humans do way more damage than what mother nature brings."
R_3HCyoHAfkcMaxAW_2,R_3HCyoHAfkcMaxAW,121,5.667,5.125,1,1,"This article greatly disturbs me. The fact that we treat Muslims and people of their culture like dogs and terrorist is disgusting and wrong both morally and ethically. The way they are being shown on tv and media is wrong and horrible. Our president thinks that if we ban muslims from the country, all of a sudden our nation is safe. When the fact of the matter is, most shootings that happen in this country, are from Caucasians. Muslims are shown in bad light due to some extremist and they do not deserve this treatment. "
R_3HCyoHAfkcMaxAW_3,R_3HCyoHAfkcMaxAW,233,6.000,7.000,1,1,"This article is just awful. Boko Haram is an extremist group that needs to be stopped by any means necessary. The fact of the matter is these people are using religion as an excuse to rape and kill woman and children, and thats one of the most unmoral and unethical things I can think of. These poor women and children are not only kidnapped and drugged, but they are also dealing with being raped and having their loved ones killed. This is an awful and tragic issue, and this is something that needs to be shown throughout the entire world that these people are bad and need to be stopped."
R_3HCyoHAfkcMaxAW_4,R_3HCyoHAfkcMaxAW,311,4.333,4.625,1,1,"To be honest with you, In my opinion, I do not believe Russia or Syria are peaceful countries. Syria has the most corrupt and dishonest government officials in the world, and the fact that Russia has defended them through everything is very disturbing and alarming. I know we all like to think that Trump and Putin are in ""bed"" together, but is that really the case? What Syria does to its own people goes beyond what words can describe, and how Russia can defend these actions is almost as equally disgusting. "
R_3HCyoHAfkcMaxAW_5,R_3HCyoHAfkcMaxAW,397,6.000,6.000,1,1,"Awful news article. Us as a society need to do a better job of protecting and helping not only our planet, but the animals and mammals that surround it. The fact that almost 100 percent of the caimans are suspected to be dead is alarming and people should be more informed on such matters. The rate of extinction that these animals and mammals are going through on our planet is extremely alarming and I can not figure out why people aren't more concerned or even aware of the matter. We need to do a better job of protecting ALL living matter on this planet, not just ourselves."
R_Qm4qlRrGoqoT5Ad_1,R_Qm4qlRrGoqoT5Ad,49,5.667,2.625,1,0,We should all try to do more to decrease global warming for the sake the polar bear population and for our own human population as well. Please read this article about the polar bears and the problems they face and issues that they must endure related to global warming. The article is very descriptive and explains the issues very well. It is worth reading and sharing with others to  bring exposure to the plight of the polar bears.
R_Qm4qlRrGoqoT5Ad_2,R_Qm4qlRrGoqoT5Ad,133,5.667,4.375,1,1,"Wow, how dare this person hurt a poor flamingo for no reason!? Why would some random dude go to Busch Gardens and abuse a bird who was minding its own business? Poor bird had to be euthanized because of its injuries! The bird was 19 years old! It seems that there may have to be some sort of background check or mental health testing before you are even allowed to visit a place like this.Just unbelievable the way things happen! Soooo SAD!"
R_Qm4qlRrGoqoT5Ad_3,R_Qm4qlRrGoqoT5Ad,175,3.000,5.500,0,1,"Can you imagine being forced to live in such a violent place?? A place where your life is at risk all day everyday? These poor people have learned to live in extreme fear everyday. Imagine purposely bringing babies into the world when this is happening where you live. I wouldn't do it, I would never on purpose bring another life into this kind of situation. God bless these poor souls."
R_Qm4qlRrGoqoT5Ad_4,R_Qm4qlRrGoqoT5Ad,265,4.000,4.250,1,1,"Oh my goodness, check out this article. Very interesting but also very sad. Poor guy was just trying to do his job. This sounds like a terrible way to die. If nothing else maybe some new and improved safety measures will be put in place to protect the next person who has this same recycling job.I hope his family gets an attorney and tries to get some sort of money for his untimely death."
R_Qm4qlRrGoqoT5Ad_5,R_Qm4qlRrGoqoT5Ad,412,2.167,5.500,0,1,"Read this article, this happened in Georgia where I live so I saw massive amounts of news coverage related to this case. I personally believe that the guy is guilty, there are too many things that he did and said that did not add up.It seems that he wanted to get rid of his kid and leave his wife and live his free lifestyle. I do not see any possible way that he did not know that the kid was in the car. That poor kid!"
